DataPointNumber,DataPointValue,AnomalyScore,DateTime
14,1.4471772304323032,0.12421841518466903,2023-11-15 13:34:25
39,-1.2301566265196566,0.16693931547897234,2023-11-15 13:34:25
48,-0.9068770917273944,0.005197422393050433,2023-11-15 13:34:25
49,-1.0602131488462807,0.08760705104795508,2023-11-15 13:34:25
51,-1.0548912451223018,0.08609175197510499,2023-11-15 13:34:25
52,-1.3601756407789551,0.21323876165927214,2023-11-15 13:34:25
60,-0.3435917779833325,0.01693364848501866,2023-11-15 13:34:25
75,1.6129170637727936,0.21373672043762115,2023-11-15 13:34:25
78,1.386391939573839,0.10449740286471865,2023-11-15 13:34:25
87,1.2257235505410597,0.03391546881811969,2023-11-15 13:34:25
113,1.4471772304323032,0.13230565987896048,2023-11-15 13:34:25
138,-1.2301566265196566,0.16785171330520854,2023-11-15 13:34:25
147,-0.9068770917273944,0.0035724844770566033,2023-11-15 13:34:25
148,-1.0602131488462807,0.08829904948448641,2023-11-15 13:34:25
150,-1.0548912451223018,0.08678429763990714,2023-11-15 13:34:25
151,-1.3601756407789551,0.21415115948550834,2023-11-15 13:34:25
159,-0.3435917779833325,0.009969524700553678,2023-11-15 13:34:25
174,1.6129170637727936,0.21403912458754715,2023-11-15 13:34:25
177,1.386391939573839,0.11281361501837106,2023-11-15 13:34:25
186,1.2257235505410597,0.03070089596110892,2023-11-15 13:34:25
210,1.1987185900161188,4.9759346895550394e-05,2023-11-15 13:34:25
212,1.4471772304323032,0.12207840024440064,2023-11-15 13:34:25
237,-1.2301566265196566,0.1667370325762314,2023-11-15 13:34:25
246,-0.9068770917273944,0.0027813518224757416,2023-11-15 13:34:25
247,-1.0602131488462807,0.08775559933752941,2023-11-15 13:34:25
249,-1.0548912451223018,0.08624084749295013,2023-11-15 13:34:25
250,-1.3601756407789551,0.21360770933855133,2023-11-15 13:34:25
273,1.6129170637727936,0.20630460378827453,2023-11-15 13:34:25
276,1.386391939573839,0.11080334375158951,2023-11-15 13:34:25
285,1.2257235505410597,0.042338254948250054,2023-11-15 13:34:25
311,1.4471772304323032,0.12254503887661838,2023-11-15 13:34:25
336,-1.2301566265196566,0.16304347888399784,2023-11-15 13:34:25
345,-0.9068770917273944,0.0002788050643928175,2023-11-15 13:34:25
346,-1.0602131488462807,0.08395720845377874,2023-11-15 13:34:25
348,-1.0548912451223018,0.08244271690880878,2023-11-15 13:34:25
349,-1.3601756407789551,0.20991415564631777,2023-11-15 13:34:25
357,-0.3435917779833325,0.0014520517644488473,2023-11-15 13:34:25
372,1.6129170637727936,0.20252148810537618,2023-11-15 13:34:25
375,1.386391939573839,0.10855005458937994,2023-11-15 13:34:25
384,1.2257235505410597,0.0393129919958376,2023-11-15 13:34:25
410,1.4471772304323032,0.10113587736613172,2023-11-15 13:34:25
435,-1.2301566265196566,0.14666161679904732,2023-11-15 13:34:25
444,-0.9068770917273944,0.00041360635653109323,2023-11-15 13:34:25
445,-1.0602131488462807,0.08244557427242905,2023-11-15 13:34:25
447,-1.0548912451223018,0.07992291475693292,2023-11-15 13:34:25
448,-1.3601756407789551,0.14064308304273443,2023-11-15 13:34:25
471,1.6129170637727936,0.19573640315365382,2023-11-15 13:34:25
474,1.386391939573839,0.09111458881703327,2023-11-15 13:34:25
483,1.2257235505410597,0.020964840954002195,2023-11-15 13:34:25
499,-1.3979787898656428,0.17122768019173784,2023-11-15 13:34:25
509,1.4471772304323032,0.1031508520509079,2023-11-15 13:34:25
534,-1.2301566265196566,0.1382108738768012,2023-11-15 13:34:25
544,-1.0602131488462807,0.06512202311611182,2023-11-15 13:34:25
546,-1.0548912451223018,0.061654620243965286,2023-11-15 13:34:25
547,-1.3601756407789551,0.1329102290926485,2023-11-15 13:34:25
570,1.6129170637727936,0.1983041564655913,2023-11-15 13:34:25
573,1.386391939573839,0.08848780795207833,2023-11-15 13:34:25
582,1.2257235505410597,0.02046873722441722,2023-11-15 13:34:25
598,-1.3979787898656428,0.1645194940165443,2023-11-15 13:34:25
599,-0.9486863191893556,0.038357653669452874,2023-11-15 13:34:25
608,1.4471772304323032,0.10463803144421902,2023-11-15 13:34:25
633,-1.2301566265196566,0.13954370901509683,2023-11-15 13:34:25
643,-1.0602131488462807,0.06445690472511012,2023-11-15 13:34:25
645,-1.0548912451223018,0.06100187447266059,2023-11-15 13:34:25
646,-1.3601756407789551,0.13438428419628423,2023-11-15 13:34:25
669,1.6129170637727936,0.1925285873434619,2023-11-15 13:34:25
672,1.386391939573839,0.09789484574140528,2023-11-15 13:34:25
681,1.2257235505410597,0.01907940869998681,2023-11-15 13:34:25
697,-1.3979787898656428,0.16599354912018005,2023-11-15 13:34:25
698,-0.9486863191893556,0.019108415546876034,2023-11-15 13:34:25
707,1.4471772304323032,0.0842411955058634,2023-11-15 13:34:25
732,-1.2301566265196566,0.09998655589001093,2023-11-15 13:34:25
742,-1.0602131488462807,0.04391313680936637,2023-11-15 13:34:25
744,-1.0548912451223018,0.04100987699119929,2023-11-15 13:34:25
745,-1.3601756407789551,0.1208291235058031,2023-11-15 13:34:25
768,1.6129170637727936,0.17164805209750722,2023-11-15 13:34:25
771,1.386391939573839,0.07470991715754638,2023-11-15 13:34:25
780,1.2257235505410597,0.0015513768017347829,2023-11-15 13:34:25
796,-1.3979787898656428,0.1514451450843164,2023-11-15 13:34:25
799,-1.1753341308136074,0.08277134548619469,2023-11-15 13:34:25
806,1.4471772304323032,0.08057945448454595,2023-11-15 13:34:25
831,-1.2301566265196566,0.059539363890725894,2023-11-15 13:34:25
841,-1.0602131488462807,0.007066739048234072,2023-11-15 13:34:25
843,-1.0548912451223018,0.0051704817757386445,2023-11-15 13:34:25
844,-1.3601756407789551,0.07230635774240335,2023-11-15 13:34:25
867,1.6129170637727936,0.16511202374344003,2023-11-15 13:34:25
870,1.386391939573839,0.06279277483756762,2023-11-15 13:34:25
895,-1.3979787898656428,0.0698395421764616,2023-11-15 13:34:25
898,-1.1753341308136074,0.04966236150354264,2023-11-15 13:34:25
899,-1.4442731084090452,0.12423248058634107,2023-11-15 13:34:25
905,1.4471772304323032,0.07689580711352273,2023-11-15 13:34:25
930,-1.2301566265196566,0.06028647061639536,2023-11-15 13:34:25
940,-1.0602131488462807,0.007442100170433896,2023-11-15 13:34:25
942,-1.0548912451223018,0.005547490591960358,2023-11-15 13:34:25
943,-1.3601756407789551,0.07317963883554968,2023-11-15 13:34:25
966,1.6129170637727936,0.16719794202500038,2023-11-15 13:34:25
969,1.386391939573839,0.057131941115482365,2023-11-15 13:34:25
994,-1.3979787898656428,0.07071282326960793,2023-11-15 13:34:25
997,-1.1753341308136074,0.05041146057410273,2023-11-15 13:34:25
998,-1.4442731084090452,0.1251057616794874,2023-11-15 13:34:25
1004,1.4471772304323032,0.08514690821776272,2023-11-15 13:34:25
1029,-1.2301566265196566,0.06611849403636971,2023-11-15 13:34:25
1039,-1.0602131488462807,0.00374114999794517,2023-11-15 13:34:25
1042,-1.3601756407789551,0.08052973522472828,2023-11-15 13:34:25
1065,1.6129170637727936,0.1680111825671966,2023-11-15 13:34:25
1068,1.386391939573839,0.06719935069045424,2023-11-15 13:34:25
1077,1.2257235505410597,0.010451552243405215,2023-11-15 13:34:25
1093,-1.3979787898656428,0.07912202903722221,2023-11-15 13:34:25
1096,-1.1753341308136074,0.053634526914034475,2023-11-15 13:34:25
1097,-1.4442731084090452,0.13437119117201413,2023-11-15 13:34:25
1103,1.4471772304323032,0.0838946043967812,2023-11-15 13:34:25
1128,-1.2301566265196566,0.06666822106440129,2023-11-15 13:34:25
1138,-1.0602131488462807,0.0037370728633157047,2023-11-15 13:34:25
1141,-1.3601756407789551,0.08113535206509759,2023-11-15 13:34:25
1164,1.6129170637727936,0.1722240729107598,2023-11-15 13:34:25
1167,1.386391939573839,0.06358136598193542,2023-11-15 13:34:25
1176,1.2257235505410597,0.0067724182294557345,2023-11-15 13:34:25
1192,-1.3979787898656428,0.07972764587759151,2023-11-15 13:34:25
1195,-1.1753341308136074,0.05418537599882878,2023-11-15 13:34:25
1196,-1.4442731084090452,0.13497680801238343,2023-11-15 13:34:25
1202,1.4471772304323032,0.0998207032859525,2023-11-15 13:34:25
1227,-1.2301566265196566,0.0841202351252015,2023-11-15 13:34:25
1237,-1.0602131488462807,0.003950584361770426,2023-11-15 13:34:25
1240,-1.3601756407789551,0.09917767979219716,2023-11-15 13:34:25
1263,1.6129170637727936,0.1936299608914931,2023-11-15 13:34:25
1266,1.386391939573839,0.08553734996035478,2023-11-15 13:34:25
1275,1.2257235505410597,0.019329583546746187,2023-11-15 13:34:25
1291,-1.3979787898656428,0.09797036081380017,2023-11-15 13:34:25
1294,-1.1753341308136074,0.07058850103075498,2023-11-15 13:34:25
1295,-1.4442731084090452,0.15320704456014778,2023-11-15 13:34:25
1301,1.4471772304323032,0.09687980912441274,2023-11-15 13:34:25
1326,-1.2301566265196566,0.08415294460635603,2023-11-15 13:34:25
1336,-1.0602131488462807,0.003983293842924951,2023-11-15 13:34:25
1339,-1.3601756407789551,0.09921038927335168,2023-11-15 13:34:25
1362,1.6129170637727936,0.19184929389566163,2023-11-15 13:34:25
1365,1.386391939573839,0.08799384161368962,2023-11-15 13:34:25
1374,1.2257235505410597,0.04233835725860846,2023-11-15 13:34:25
1390,-1.3979787898656428,0.0980030702949547,2023-11-15 13:34:25
1393,-1.1753341308136074,0.0706212105119095,2023-11-15 13:34:25
1394,-1.4442731084090452,0.1532397540413023,2023-11-15 13:34:25
1400,1.4471772304323032,0.10614897809210522,2023-11-15 13:34:25
1425,-1.2301566265196566,0.08415294460635603,2023-11-15 13:34:25
1435,-1.0602131488462807,0.003983293842924951,2023-11-15 13:34:25
1438,-1.3601756407789551,0.09921038927335168,2023-11-15 13:34:25
1461,1.6129170637727936,0.19366267037264762,2023-11-15 13:34:25
1464,1.386391939573839,0.09373410967077878,2023-11-15 13:34:25
1473,1.2257235505410597,0.03392441554621173,2023-11-15 13:34:25
1489,-1.3979787898656428,0.0980030702949547,2023-11-15 13:34:25
1492,-1.1753341308136074,0.0706212105119095,2023-11-15 13:34:25
1493,-1.4442731084090452,0.1532397540413023,2023-11-15 13:34:25
1524,-1.2301566265196566,0.08293047931220388,2023-11-15 13:34:25
1534,-1.0602131488462807,0.0009315244046623761,2023-11-15 13:34:25
1537,-1.3601756407789551,0.10132645692598485,2023-11-15 13:34:25
1560,1.6129170637727936,0.22167638952261215,2023-11-15 13:34:25
1563,1.386391939573839,0.13671356842988058,2023-11-15 13:34:25
1572,1.2257235505410597,0.04429228809444774,2023-11-15 13:34:25
1588,-1.3979787898656428,0.10290633828881557,2023-11-15 13:34:25
1591,-1.1753341308136074,0.04479001796755844,2023-11-15 13:34:25
1592,-1.4442731084090452,0.16136198923090073,2023-11-15 13:34:25
1599,-1.1481985577060256,0.048732748504469514,2023-11-15 13:34:25
1623,-1.2301566265196566,0.025387905307667213,2023-11-15 13:34:25
1636,-1.3601756407789551,0.08356406023495078,2023-11-15 13:34:25
1659,1.6129170637727936,0.2170819014355434,2023-11-15 13:34:25
1662,1.386391939573839,0.12242897389431051,2023-11-15 13:34:25
1671,1.2257235505410597,0.04132261413186633,2023-11-15 13:34:25
1687,-1.3979787898656428,0.08528102172826035,2023-11-15 13:34:25
1690,-1.1753341308136074,0.029367756070119655,2023-11-15 13:34:25
1691,-1.4442731084090452,0.14493283248693056,2023-11-15 13:34:25
1698,-1.1481985577060256,0.02845184044733695,2023-11-15 13:34:25
1699,-1.2337313106496306,0.026805557731426455,2023-11-15 13:34:25
1722,-1.2301566265196566,0.03479576962032316,2023-11-15 13:34:25
1735,-1.3601756407789551,0.09293197861303981,2023-11-15 13:34:25
1758,1.6129170637727936,0.21934859756264935,2023-11-15 13:34:25
1761,1.386391939573839,0.1325866766519893,2023-11-15 13:34:25
1770,1.2257235505410597,0.04906422590109294,2023-11-15 13:34:25
1786,-1.3979787898656428,0.09464776117605478,2023-11-15 13:34:25
1789,-1.1753341308136074,0.03877288766765641,2023-11-15 13:34:25
1790,-1.4442731084090452,0.15473177134681493,2023-11-15 13:34:25
1797,-1.1481985577060256,0.037857600946965664,2023-11-15 13:34:25
1798,-1.2337313106496306,0.036212448630644656,2023-11-15 13:34:25
1821,-1.2301566265196566,0.03238699012810098,2023-11-15 13:34:25
1834,-1.3601756407789551,0.09067270058844734,2023-11-15 13:34:25
1857,1.6129170637727936,0.214595170503182,2023-11-15 13:34:25
1860,1.386391939573839,0.1303143199468193,2023-11-15 13:34:25
1869,1.2257235505410597,0.05018892437796363,2023-11-15 13:34:25
1885,-1.3979787898656428,0.09238848315146231,2023-11-15 13:34:25
1888,-1.1753341308136074,0.03494040098431661,2023-11-15 13:34:25
1889,-1.4442731084090452,0.15247249332222246,2023-11-15 13:34:25
1896,-1.1481985577060256,0.034974161287928296,2023-11-15 13:34:25
1897,-1.2337313106496306,0.03427618228039131,2023-11-15 13:34:25
1920,-1.2301566265196566,0.011210891957099012,2023-11-15 13:34:25
1933,-1.3601756407789551,0.0695979576819733,2023-11-15 13:34:25
1956,1.6129170637727936,0.191655233690891,2023-11-15 13:34:25
1959,1.386391939573839,0.1148774934291884,2023-11-15 13:34:25
1968,1.2257235505410597,0.03835685877270212,2023-11-15 13:34:25
1984,-1.3979787898656428,0.07131374024498827,2023-11-15 13:34:25
1987,-1.1753341308136074,0.013763847985066024,2023-11-15 13:34:25
1988,-1.4442731084090452,0.13139775041574842,2023-11-15 13:34:25
1995,-1.1481985577060256,0.013743279480814552,2023-11-15 13:34:25
1996,-1.2337313106496306,0.013099747595601952,2023-11-15 13:34:25
2019,-1.2301566265196566,0.008958250044309946,2023-11-15 13:34:25
2032,-1.3601756407789551,0.06734531576918423,2023-11-15 13:34:25
2055,1.6129170637727936,0.19251382680029994,2023-11-15 13:34:25
2058,1.386391939573839,0.115204050714108,2023-11-15 13:34:25
2067,1.2257235505410597,0.03267702949533613,2023-11-15 13:34:25
2083,-1.3979787898656428,0.0690610983321992,2023-11-15 13:34:25
2086,-1.1753341308136074,0.012933615177807334,2023-11-15 13:34:25
2087,-1.4442731084090452,0.12914510850295935,2023-11-15 13:34:25
2094,-1.1481985577060256,0.011964364041432418,2023-11-15 13:34:25
2095,-1.2337313106496306,0.010374304653693711,2023-11-15 13:34:25
2118,-1.2301566265196566,0.00616032855904991,2023-11-15 13:34:25
2131,-1.3601756407789551,0.0645473942839242,2023-11-15 13:34:25
2154,1.6129170637727936,0.19221419138233442,2023-11-15 13:34:25
2157,1.386391939573839,0.1134778294125669,2023-11-15 13:34:25
2166,1.2257235505410597,0.0290419068446226,2023-11-15 13:34:25
2182,-1.3979787898656428,0.06626317684693916,2023-11-15 13:34:25
2185,-1.1753341308136074,0.010135693692547298,2023-11-15 13:34:25
2186,-1.4442731084090452,0.12634718701769931,2023-11-15 13:34:25
2193,-1.1481985577060256,0.009166442556172383,2023-11-15 13:34:25
2194,-1.2337313106496306,0.007576383168433676,2023-11-15 13:34:25
2217,-1.2301566265196566,0.0058954507695992975,2023-11-15 13:34:25
2230,-1.3601756407789551,0.06428251649447358,2023-11-15 13:34:25
2253,1.6129170637727936,0.1919493135928838,2023-11-15 13:34:25
2256,1.386391939573839,0.11578822829069835,2023-11-15 13:34:25
2265,1.2257235505410597,0.04849260898367869,2023-11-15 13:34:25
2281,-1.3979787898656428,0.06599829905748855,2023-11-15 13:34:25
2284,-1.1753341308136074,0.009870815903096686,2023-11-15 13:34:25
2285,-1.4442731084090452,0.1260823092282487,2023-11-15 13:34:25
2292,-1.1481985577060256,0.00890156476672177,2023-11-15 13:34:25
2293,-1.2337313106496306,0.007311505378983063,2023-11-15 13:34:25
2316,-1.2301566265196566,0.01292447396827412,2023-11-15 13:34:25
2329,-1.3601756407789551,0.0713115396931484,2023-11-15 13:34:25
2352,1.6129170637727936,0.2002305886045469,2023-11-15 13:34:25
2355,1.386391939573839,0.12394317529444943,2023-11-15 13:34:25
2364,1.2257235505410597,0.04845935084604136,2023-11-15 13:34:25
2380,-1.3979787898656428,0.07302732225616337,2023-11-15 13:34:25
2383,-1.1753341308136074,0.016899839101771508,2023-11-15 13:34:25
2384,-1.4442731084090452,0.13311133242692352,2023-11-15 13:34:25
2391,-1.1481985577060256,0.015930587965396592,2023-11-15 13:34:25
2392,-1.2337313106496306,0.014340528577657885,2023-11-15 13:34:25
2415,-1.2301566265196566,0.012933849991286106,2023-11-15 13:34:25
2428,-1.3601756407789551,0.0713209157161604,2023-11-15 13:34:25
2451,1.6129170637727936,0.19898771281457062,2023-11-15 13:34:25
2454,1.386391939573839,0.11401236850420993,2023-11-15 13:34:25
2463,1.2257235505410597,0.041088133239631675,2023-11-15 13:34:25
2479,-1.3979787898656428,0.07303669827917536,2023-11-15 13:34:25
2482,-1.1753341308136074,0.016909215124783494,2023-11-15 13:34:25
2483,-1.4442731084090452,0.1331207084499355,2023-11-15 13:34:25
2490,-1.1481985577060256,0.01593996398840858,2023-11-15 13:34:25
2491,-1.2337313106496306,0.014349904600669872,2023-11-15 13:34:25
2514,-1.2301566265196566,0.008384840560054507,2023-11-15 13:34:25
2527,-1.3601756407789551,0.0667719062849288,2023-11-15 13:34:25
2550,1.6129170637727936,0.19506456986696985,2023-11-15 13:34:25
2553,1.386391939573839,0.10821472162815993,2023-11-15 13:34:25
2562,1.2257235505410597,0.03883740535107072,2023-11-15 13:34:25
2578,-1.3979787898656428,0.06848768884794376,2023-11-15 13:34:25
2581,-1.1753341308136074,0.012360205693551896,2023-11-15 13:34:25
2582,-1.4442731084090452,0.1285716990187039,2023-11-15 13:34:25
2589,-1.1481985577060256,0.01139095455717698,2023-11-15 13:34:25
2590,-1.2337313106496306,0.009800895169438273,2023-11-15 13:34:25
2613,-1.2301566265196566,0.008331124267929924,2023-11-15 13:34:25
2626,-1.3601756407789551,0.06799164762412668,2023-11-15 13:34:25
2649,1.6129170637727936,0.19600263314557198,2023-11-15 13:34:25
2652,1.386391939573839,0.1153171627193409,2023-11-15 13:34:25
2661,1.2257235505410597,0.03917810964566215,2023-11-15 13:34:25
2677,-1.3979787898656428,0.06970715645651437,2023-11-15 13:34:25
2680,-1.1753341308136074,0.012296891542951438,2023-11-15 13:34:25
2681,-1.4442731084090452,0.1297815810106856,2023-11-15 13:34:25
2688,-1.1481985577060256,0.013539285092418973,2023-11-15 13:34:25
2689,-1.2337313106496306,0.009743760048783856,2023-11-15 13:34:25
